"airport","flight_count","delay_count","avg_duration","avg_distance","total_distance","avg_depart_delay","avg_arrival_delay"
"13851",1641,20,108.163491087892,607.050578915296,996170,3.55364806866953,-1.64535955746773
"13871",1501,536,115.119302949062,660.852764823451,991940,2.52775919732441,-2.33512064343164
"13873",62,8534,85.5438596491228,516.032258064516,31994,9.22413793103448,12.6315789473684
"13891",1742,263,99.6643598615917,560.747416762342,976822,5.43721198156682,2.72087658592849
"13930",27652,22,126.098164405427,714.615253869521,19760541,4.7913723785722,-2.48316767031851
"13931",914,16,107.535087719298,531.737417943107,486008,4.42059145673603,-1.82456140350877
"13933",62,26,174.661016949153,1151,71362,4.57627118644068,-3.84745762711864
"13964",36,9,99.59375,499.222222222222,17972,28.84375,31.34375
"13970",62,7,71.5,389.048387096774,24121,9.63934426229508,6.44827586206897
"14006",62,537,89.5666666666667,342,21204,-2.93333333333333,-5.05
"14025",13,1076,192.846153846154,1334,17342,17.5384615384615,12.8461538461538
"14027",1742,25,144.951557093426,892.122273249139,1554077,5.27361751152074,1.16955017301038
"14057",4550,1894,153.261511346111,1048.11054945055,4768903,1.48360836083608,-4.71733862084159
"14098",114,4277,104.570175438596,508,57912,5.18421052631579,2.87719298245614
"14100",6094,88,171.178400659522,1020.49195930423,6218878,6.02846331029944,-1.82687551525144
"14107",12921,10,145.531822415399,962.305626499497,12433951,4.62921348314607,-0.0210338404222291
"14108",476,4,86.1340425531915,368.453781512605,175384,1.04430379746835,-1.62765957446809
"14109",53,569,60.9038461538462,232.132075471698,12303,2.59615384615385,4.82692307692308
"14113",57,3,49.3508771929825,150,8550,-6.64912280701754,-2.29824561403509
"14122",2131,122,127.124410933082,733.362271234162,1562795,3.5718984962406,-4.89915174363808
"14150",62,5,69.1935483870968,243,15066,1.56451612903226,-0.870967741935484
"14193",478,39,87.4143763213531,399.694560669456,191054,2.957805907173,-1.98097251585624
"14222",9,11,330.888888888889,2599,23391,89.1111111111111,100
"14252",210,23,118.373205741627,741.542857142857,155724,3.15714285714286,-0.688995215311005
"14254",62,151,204.833333333333,1398,86676,-1.95,-3.53333333333333
"14256",62,282,30.9333333333333,77,4774,6.65,7.85
